,a,b
19528,0.21272885789014823,1.2441477654368273e-05
19551,0.20525369938439184,0.0
19577,0.2454616123279528,0.0007405884414081283
19580,0.2027496600694969,0.001027687298085103
19582,0.2049246039320481,0.0
19603,0.19834466449896543,1.2142339787696303e-05
19606,0.2000820008200082,0.00037257824143070045
19612,0.2657952069716776,6.895569124245907e-05
19621,0.25015145160538704,0.00016626711666874075
19652,0.21965790981258695,0.0
19657,0.2576804915514593,0.0
19672,0.25770523283725394,0.0022301723881001413
19712,0.24529336501553647,0.00014266588625000426
19736,0.275947154680512,0.008604931184370309
19745,0.15297805642633228,0.0
19785,0.14124828965372066,0.0
19815,0.2711248042830446,0.0010017789030183507
19835,0.24520372738900054,0.0011960009289081147
19854,0.24821973550356052,0.0
19869,0.21150512214342002,0.0
19892,0.2304456083111531,0.0003635136097270137
19900,0.2578042455095572,0.0
19922,0.2743815170721734,0.0030424183283139093
19941,0.19604835469851356,0.0
19950,0.18140037848067045,0.0
19956,0.2756637395367945,0.006141328098645223
19959,0.258524369100366,0.0005880208318225716
19987,0.2194513715710723,0.0
20008,0.27115219477698643,0.003076084417261731
20016,0.2080297628274686,0.0
20024,0.20214648842025984,0.0
20043,0.18176892861980226,0.00037257824143070045
20046,0.24934968413229283,0.0
20059,0.234461672854335,0.00045574941024784007
20097,0.21441124780316345,6.583025363121636e-06
20109,0.20424625218780915,0.0
20110,0.2159900213253933,0.0
20127,0.22175403808815633,0.0
20157,0.24085789922376274,1.8454436633236447e-05
20173,0.24460038275767793,0.0
20199,0.21102287915716644,0.0
20209,0.2015241956676803,0.0
20221,0.22037934148944904,0.0004828583382473832
20236,0.21987384287703776,0.00042061048715322984
20239,0.2525523406257351,0.0003294468198772436
20248,0.21003208388762815,2.6115550466650133e-05
20273,0.23275376143606644,0.0
20281,0.22135169683724382,0.0
20284,0.22642146111017378,6.409043486058499e-05
20304,0.2007029088461826,0.00037257824143070045
20312,0.26636232818935146,0.0055358016100756635
20331,0.1825974556092251,0.00037257824143070045
20388,0.19715723362838358,0.0
20485,0.23296588837774498,0.001098331137667293
20488,0.17852273105191394,0.0
20499,0.20140321914981427,0.0
20512,0.24460038275767793,0.0
20521,0.21701164294954722,0.00038226997920067006
20526,0.2401145106459116,0.0003582720928188925
20527,0.18175661948940205,0.0
20534,0.17705069428411227,0.0
20545,0.21670501796455532,4.226728567042777e-05
20572,0.2275444025263872,0.0
20600,0.23153899240855763,0.0010967179118064354
20612,0.2626865671641791,0.00024051905046844154
20625,0.2589234034343045,0.0
20627,0.198866372763309,0.0
20633,0.25481819044906484,0.0011536434503789338
20653,0.21700287019444556,0.0
20683,0.2062077443146896,0.0
20730,0.23779569416142465,0.00041409135348274113
20739,0.2304456083111531,3.23633875688945e-05
20744,0.2582631705556892,0.0
20752,0.2236387118276882,2.828806590429135e-05
20754,0.2358420104564826,0.0
20807,0.20250490417987022,0.0
20811,0.22827011396496003,6.685333601583493e-05
20836,0.22984371654891886,0.0
20849,0.20627906083080352,4.904786567275465e-05
20854,0.22685204750031696,0.00023726042143375255
20879,0.21448835257921445,2.2493453700001935e-05
20884,0.19009171712879352,1.2248506693718291e-05
20905,0.1631164726974384,0.0
20963,0.217116971363857,0.0
20965,0.17763658625368145,0.0
20984,0.2490026904165507,0.0007229764831720276
21017,0.18200311927849733,0.0
21018,0.25122852997613143,0.002033835087840657
21022,0.16601719552174182,0.0
21023,0.2585741811175337,0.00012214066666201869
21062,0.26991150442477874,0.0005359664831684815
21063,0.20693111291006513,7.997924418684538e-06
21085,0.1675248884311706,0.0
21099,0.25565556984331095,0.0007968842772770478
21189,0.23933300637567434,4.506076577702169e-05
21192,0.18439765037271136,0.0
21195,0.21102287915716644,0.0
21213,0.24709998158718469,0.0011666205640835587
21215,0.2149607560467724,0.0
21229,0.271289230302724,0.004110131905810259
21250,0.19164584077115315,0.0
21263,0.21629462486904666,0.00037257824143070045
21277,0.19784026830796447,0.00037257824143070045
21284,0.19320472214224013,1.270861219649723e-06
21294,0.19390961962215078,4.629600183289542e-05
21301,0.2125267242061921,0.00039290333677784005
21367,0.25010483157060986,0.0016523420363750872
21370,0.21619879979056747,2.40174981662726e-05
21377,0.2520306117658106,0.00011407254477536695
21395,0.233340578135188,5.512852606721262e-05
21415,0.19137254901960785,0.0
21418,0.249616368286445,0.003327491604112724
21421,0.18456883509833585,2.746176690064238e-05
21432,0.18589188627627523,0.0
21492,0.23212972972972973,0.0
21506,0.24518132821777655,0.0008980246763968177
21531,0.21966689855546917,0.0
21546,0.2930930930930931,0.007198767287336065
21566,0.24823121387283237,0.0
21580,0.21676627362300113,0.0
21601,0.2733197556008147,0.0007603610493289724
21603,0.2801962626578975,0.0008624364331903376
21606,0.23955730096394146,0.0
21617,0.24479000410415433,0.0003096594417538952
21637,0.2608737911260145,0.0002875670866847525
21674,0.22456492637215528,0.0005587500361374649
21691,0.21070811744386875,0.0
21712,0.22155268479920756,0.0002802729249008053
21714,0.22785347425612293,0.0
21729,0.19932419887861572,0.0
21842,0.2060099013700733,0.0
21846,0.2448123318283395,0.00022928136264357038
21859,0.2313793103448276,0.0
21885,0.20518308997783044,0.00037257824143070045
21900,0.21053457269482684,0.0
21914,0.21769811014680834,0.0
21915,0.22348973729131105,0.0012481493952810209
21955,0.20976124418740963,0.0
21975,0.21946034341782503,0.0
21979,0.27454991816693947,0.003858675733253478
21986,0.23063372717508057,0.00017626620001254126
21988,0.2173719376391982,4.592667500793016e-05
21989,0.24628372178381355,0.0004414440221942311
21998,0.22885402455661663,1.796532152701553e-05
22029,0.24243519103965314,0.0008796163431762355
22116,0.17773068900440353,0.0007450176424509553
22119,0.2418453775455037,0.0
22135,0.20497155294207492,0.0
22140,0.24354611859715983,0.0003093647844012755
22143,0.1771558694432527,0.0
22148,0.2362052274927396,0.00043787342069320735
22163,0.23465640846301802,0.001225754135763131
22187,0.24744168894625243,0.0
22244,0.23311764450427758,0.00027871909521238656
22245,0.1752988047808765,0.0
22253,0.23043571581884525,0.0
22257,0.23797490801081705,0.00014255622121612277
22290,0.18514813920601525,0.0
22294,0.21719603479668217,0.0001080653428054115
22339,0.21703796547123277,0.0
22341,0.2603424026383433,0.0028954888947724587
22360,0.1788677484922195,0.0
22379,0.21168861897625996,6.694868842213586e-05
22383,0.27806267806267804,0.001312388115273953
22390,0.1952781112444978,0.0
22420,0.2776599596544768,0.0022182921228826617
22543,0.17258230452674897,0.0
22560,0.20991709682465196,0.0
22569,0.2591233828924503,0.00037257824143070045
22611,0.23976059672160435,0.00040081467175359843
22623,0.2728751525010167,0.0004893221592602718
22629,0.2049089590411116,0.0
22656,0.26128011681674373,0.0013433286171904647
22671,0.1953918392603647,0.0
22679,0.18560265541802087,0.0
22698,0.244678426546333,8.138101824443565e-05
22732,0.18322695156500665,0.0
22748,0.23212972972972973,0.0
22772,0.19309352517985612,0.0
22783,0.21731033924378593,0.00037257824143070045
22808,0.24479000410415433,1.519836656033777e-05
22846,0.22761194029850745,0.00022432757058671164
22849,0.2345128877238969,0.00021365399801341882
22865,0.2204517453798768,0.00010530297671068403
22873,0.1853335174699627,0.0
22876,0.21592051808052773,1.441739824379851e-05
22900,0.20860373839039364,0.0
22904,0.2591358918657977,0.0019110128405788948
22947,0.23277394735700968,0.00021015281341468082
22953,0.23212972972972973,0.0
22987,0.18655730868144854,0.0001584998768333309
23003,0.16314621767012127,0.0
23011,0.17403708987161198,0.0
23016,0.19716447513406302,0.0
23029,0.22406812205200985,2.527972485807928e-05
23032,0.2036341565191002,0.0
23037,0.26044345252535056,0.0006913148877835191
23047,0.20424625218780915,0.0
23096,0.24823121387283237,0.0
23103,0.22576439416242589,0.0004316915833122943
23142,0.21149678893660612,0.0
23191,0.1945209450645021,0.00037257824143070045
23200,0.16753534533878467,0.00037257824143070045
23225,0.1867650128731473,0.0
23229,0.22555569561746291,3.141415315021926e-05
23250,0.19453504385011233,0.0
23275,0.20580454702296516,0.0
23311,0.30756889932962816,0.02098672668319343
23320,0.20990068037850942,3.433227621870915e-05
23323,0.22950959852922315,0.0007678330991092416
23348,0.19396567299006323,9.179569509378314e-06
23366,0.2677173208318787,0.003951888812428613
23369,0.20986785518805223,9.71140602257449e-06
23372,0.210617177384549,0.0
23388,0.21966689855546917,0.0
23390,0.21369426751592357,0.0003764610864154453
23394,0.19460556844547564,0.0
23406,0.2100238663484487,5.073757212111145e-05
23410,0.19599109131403117,3.087958132051046e-05
23414,0.24164941028180426,4.899367917179782e-05
23418,0.22121486854034453,0.0
23421,0.19389561134188188,8.606695646417534e-06
23488,0.23946112325467278,0.0009147101471821971
23491,0.24103093709308068,0.0003416735672588594
23497,0.23472823472823473,6.667860739536112e-06
23503,0.24187806966160502,0.003939055988272856
23513,0.1923256063917452,0.0
23516,0.23512921594393343,0.0001553764729153514
23522,0.198506027660676,0.00040950858119157723
23540,0.24146462147451755,0.0007450176424509553
23541,0.22175403808815633,0.0
23568,0.17990481935786581,0.0
23569,0.2381755257786849,0.0005552302180089027
23591,0.24835754603497734,0.00016140794089733432
23597,0.18722098214285715,0.0
23634,0.24251185904675854,0.00045077118247165306
23678,0.23260247855100094,0.0007450176424509553
23724,0.22577388963660835,0.0
23741,0.2484955096750301,0.000245841346979269
23748,0.1956482122681051,0.0
23759,0.21095653540831566,0.0
23760,0.25134616285058764,0.0015076222519430451
23784,0.21897691115281065,0.0
23790,0.19445752581054157,0.0
23808,0.24821973550356052,0.0020698734585398114
23816,0.23697686738477838,2.667637871861091e-05
23846,0.26280231078037797,0.001441204611548575
23847,0.23725966850828728,0.0005452190061867395
23863,0.2035492188684969,0.00038479899119307504
23875,0.17438762913390943,0.00040708684614520753
23877,0.22694795586183572,4.544614827693672e-05
23909,0.18089300758213986,0.0
23956,0.21717846016911438,0.0
23957,0.2359145644721807,0.0
23976,0.2001715329828094,4.8220364068688016e-06
24002,0.19603403571558997,0.0
24020,0.20098846787479407,3.757441225258561e-05
24024,0.27419931552331817,0.0038504317807501595
24054,0.23131948633973973,0.00010424243218986827
24073,0.2194513715710723,0.0
24083,0.22317382447095996,3.525201704278984e-05
24102,0.16593508500772797,0.0
24105,0.1858018067910422,0.0
24112,0.2418453775455037,0.0
24127,0.19655084032074988,0.0
24133,0.23212972972972973,0.0
24136,0.1614776043076738,0.0
24141,0.22490363666834254,0.0
24172,0.2002237970906378,1.4419187912483143e-05
24181,0.21395830842201763,2.5323442255648503e-05
24190,0.21677502725840972,0.0006283186111566598
24204,0.1976581486118271,0.0
24230,0.17268779153932765,0.0
24249,0.24914137194838948,0.00012579069931702654
24261,0.2514992503748126,3.7806644065966186e-05
24274,0.2392903312084875,0.0010762154034845556
24287,0.23961076641521226,0.0
24295,0.18865537358543613,0.0
24296,0.2418453775455037,0.0
24316,0.21400948849818602,0.0
24321,0.22782446311858076,0.0005353447860270589
24323,0.3125837069818902,0.03534767064962599
24362,0.22319238285310383,0.0004364703221649592
24426,0.16857708130515342,0.0
24435,0.2673439912346232,0.006831339198194596
24460,0.21639925824397324,5.69097186349545e-05
24471,0.189842976375725,0.00037257824143070045
24477,0.23707105948858367,0.0
24481,0.2176363267788364,5.373981288964048e-05
24489,0.29011511646759985,0.004696826019606058
24528,0.17958582851025393,0.0
24556,0.19494479953515398,0.00037257824143070045
24559,0.22169908726717052,0.0
24561,0.18214515964846797,0.0
24564,0.2629310344827586,0.002802025859770644
24603,0.17837442679603907,0.0
24621,0.2387687928120274,0.0011403506320246573
24640,0.22237872322797134,0.0
24656,0.1708031055110093,0.0
24666,0.25541228529285814,0.0011505551368080646
24672,0.21141349296995,0.0
24674,0.25665790102797037,0.004813120762266808
24705,0.23141921020865666,0.0001876974082280407
24732,0.2082476626449936,0.0
24762,0.21215714172792666,6.26782945354551e-05
24764,0.21097311743436567,0.00037257824143070045
24826,0.19390961962215078,0.0
24831,0.22756369494255796,1.5737374457071394e-05
24845,0.20853080568720378,0.0
24846,0.1860336163576503,1.3904029748272474e-05
24851,0.22694795586183572,0.0
24861,0.28148925013109594,0.00988193126826391
24867,0.17564870259481039,0.0
24892,0.19394464917985405,5.2970673971711166e-05
24928,0.20408318442763182,0.0
24933,0.26117841677613973,0.0026485071336810576
24939,0.2354902390875192,0.0
24949,0.26660044698286567,0.0013542345626094525
24969,0.22330379799492492,0.0
24971,0.19542740643658074,0.0
24984,0.24586634910456648,0.002432244372396474
24985,0.25995157384987894,0.00043814695207731444
24987,0.20469798657718122,0.0
24988,0.17729629751956932,0.0
25026,0.18793544095508175,0.0
25028,0.27871235721703014,0.0020503387178393145
25063,0.19733843099772075,0.0
25065,0.2806210465784934,0.0037988324077087047
25081,0.2146598952293358,1.0863939459733313e-05
25115,0.25802730244183814,0.0
25125,0.25162893170205786,0.0003203047001415715
25134,0.19400773428746973,0.0
25229,0.1990581080579968,0.0010531050768299989
25239,0.20805395139723268,0.0
25246,0.24821973550356052,0.0
25266,0.23637164244826067,0.0
25268,0.21668752270617203,0.0003794682945318258
25280,0.21385602167244333,0.0
25319,0.2507239607659972,0.0
25393,0.25972517902070835,0.000520244204790903
25423,0.17896316052675446,0.0
25429,0.2247247456775652,0.0
25435,0.24211808217942357,0.0
25437,0.21349878693871058,0.0
25448,0.23692457077282958,0.0004597010293527126
25474,0.2060099013700733,0.0
25491,0.21913781841933377,0.0
25493,0.19685356998789835,6.242357996029041e-06
25494,0.24341359452228722,3.121111023389718e-06
25539,0.17571194762684125,0.0007450870626561782
25541,0.24028648164726948,0.0004032996375768129
25562,0.23637164244826067,0.0
25572,0.23735408560311283,0.00015983783282848038
25604,0.25008152806894945,0.0010143047173642964
25615,0.23510861948142958,0.0001141773141300198
25632,0.24460038275767793,0.0
25641,0.23082215342277262,3.456934054961854e-05
25642,0.22878574777308955,2.616785524699301e-05
25649,0.1961199810017902,0.0
25667,0.230159070445483,0.00037257824143070045
25678,0.19065885277925768,6.840218881552009e-05
25695,0.24437767458799964,0.000631512336678266
25715,0.25017476814093303,0.00019394903305601456
25717,0.1943941478959948,0.0
25736,0.2874892887746358,0.0073217689696170075
25752,0.244678426546333,0.0
25756,0.2320695170982664,2.203389509174153e-05
25758,0.2380804541624163,0.0009326677788327038
25760,0.22849359383646192,0.00022571047813122638
25768,0.2135582431572247,8.264417602768481e-06
25779,0.2484265087004813,5.884913197496906e-05
25783,0.19493064129566418,0.00037257824143070045
25787,0.21769811014680834,1.424783435105742e-05
25801,0.19107962837717582,0.0
25827,0.1783862820683238,0.00037257824143070045
25843,0.18974902792506185,2.074380752866039e-05
25916,0.2331682738250369,1.8260109611875655e-05
25944,0.1494556895063619,0.0
25962,0.2157903199871362,0.0003881448155086022
25972,0.19754176786634284,0.0
25991,0.20134278534188516,3.488218093167478e-06
26043,0.20915643872978765,0.0
26045,0.17597692105953316,0.0
26054,0.18188594856503915,0.0
26076,0.25510882995912937,0.0020625964356034143
26082,0.20163016940239642,0.0
26091,0.250501656633534,0.0007752078687769691
26092,0.2582383220281907,0.0009184846669974752
26098,0.18598205314762845,0.0
26110,0.2331986619748903,0.0004893965367503281
26128,0.2423038728897716,9.222147613465336e-05
26169,0.26612463437608447,0.0014097720609946684
26174,0.28705882352941176,0.007466031956348108
26188,0.1973529411764706,7.531575411615284e-05
26198,0.2358420104564826,0.0
26203,0.2326629680998613,0.002260060664264759
26265,0.2199188823794502,0.0
26328,0.22939190632878936,0.0
26340,0.13620908398883533,0.0007450176424509553
26347,0.24196529186387197,5.095124380123547e-05
26365,0.18898746655400647,0.0
26371,0.24821973550356052,0.0
26379,0.22394659991656238,1.8093942581003426e-06
26391,0.21473717897431793,0.00038671103531719663
26395,0.2058282208588957,0.0
26406,0.2644856129286559,0.0007835869504769152
26414,0.24689540980590563,0.00028632416387316186
26427,0.18955471591511,0.0
26456,0.2089854395390485,0.0
26556,0.23815439219165926,0.0
26561,0.21865580448065172,0.0005413319762392192
26580,0.1987264919295128,0.00010251987635643164
26584,0.2452373338206405,8.492185633494541e-05
26592,0.26430329886755294,0.001637240680176817
26600,0.2207781525047298,7.341707761061584e-05
26625,0.2160334835801674,0.00037431107241594667
26646,0.25033810567551185,0.0
26655,0.19484573502722324,0.0
26689,0.22262773722627738,0.00037905588233521644
26695,0.17651507678142778,0.0
26720,0.26449864498644987,0.00068148103575512
26722,0.1893808431822191,2.450206785404195e-05
26728,0.19576951130561634,0.0
26756,0.18424575253131972,0.00037257824143070045
26768,0.1967669806825263,0.0
26784,0.20798946104072222,0.0
26786,0.2171608883854525,0.0
26796,0.1935390827805019,0.00015171802843890728
26811,0.19871913523118498,3.030565182153621e-05
26830,0.1309172499573202,0.0
26856,0.14885062252169814,0.0
26887,0.22901023890784983,1.7677738629748843e-05
26899,0.22265543987722428,0.00037257824143070045
26903,0.20804588791566545,0.00037637744127970365
26955,0.183709787816564,0.00011515629992734706
26975,0.27895858234163073,0.004981871636917319
27016,0.1794237582726118,0.0
27042,0.2085551109211702,0.0
27067,0.2998212689901698,0.009748774824125573
27076,0.22560309321677735,2.4696245884005728e-05
27082,0.19716447513406302,0.0
27100,0.19533495869873732,0.0
27120,0.23434907884397102,3.085604113749035e-05
27125,0.21095653540831566,0.0
27156,0.22386254639476208,3.32193413407997e-05
27163,0.17950175555927103,0.0
27184,0.18140037848067045,0.0
27222,0.21111416997679633,0.0
27236,0.2418453775455037,0.0
27260,0.22135169683724382,0.0
27262,0.24288493733315233,0.0013142368033729106
27295,0.17942975565731858,0.0
27300,0.16071375108529684,0.0
27334,0.2357487922705314,5.8561434935817095e-05
27352,0.2510640288106263,0.0014263520289252594
27389,0.20110141235529913,0.0
27398,0.242588575560376,1.4722946177414805e-05
27424,0.22801801036445501,0.0
27483,0.2181227143437627,0.0
27489,0.23647577092511013,0.0005436700448891893
27494,0.1836343732895457,0.0
27495,0.23490285314195694,4.423647110571562e-05
27502,0.239450441609421,0.00035650532831722764
27520,0.20831231324459623,0.0
27551,0.18140037848067045,0.0
27626,0.21697655618431688,0.0
27675,0.2237412470823608,0.0004784336968262048
27691,0.1734186211798152,0.0
27717,0.23907718344987308,9.417544011215356e-05
27730,0.200785487189078,0.0
27736,0.24220547759779812,0.0006996913865872389
27762,0.21995492726900226,2.5911198543567044e-05
27777,0.19301021141953115,0.00037257824143070045
27778,0.20831231324459623,0.0
27800,0.16978207926115696,0.0
27826,0.16373840897999023,0.0
27830,0.2358420104564826,0.0
27833,0.2736960179472799,0.0017148919490787287
27856,0.21102287915716644,0.0
27888,0.2241429704789344,0.0
27899,0.19652205747757642,0.0
27900,0.24691812327506898,0.0005310310129817522
27903,0.20981043580222786,0.0011173182030607646
27935,0.28623227044897087,0.005127876337357947
27949,0.23030719066414965,2.3907191002360826e-05
27962,0.23143916530137104,0.00018425902037972564
27971,0.2171608883854525,0.0
27993,0.2093440449262928,1.8624104166001908e-05
28007,0.1838733986435569,0.0
28014,0.2150468712442913,1.8451162292481036e-05
28056,0.2558993183009963,0.0016839320682996606
28104,0.23816495851634945,0.0
28112,0.31349646674064124,0.03537594180546145
28135,0.2688839911841314,0.0016969150448002965
28137,0.1892072891332699,0.0
28180,0.199176282883752,0.0
28187,0.19888110851765403,0.0
28193,0.2092216549089917,0.0
28238,0.23141921020865666,0.002546107996404771
28268,0.24644201634377008,0.00011577737860215166
28280,0.19388860796070215,0.00037257824143070045
28319,0.25261176470588237,0.0009702770130447833
28335,0.178987029442166,0.00037257824143070045
28338,0.18160289590310905,0.0
28340,0.20106375009363997,0.0
28412,0.2333202938236189,0.0006489604736772434
28426,0.21742476406496822,4.996151911209954e-05
28436,0.24778434268833088,8.636573221317809e-05
28442,0.2958064693888797,0.012275513856863221
28470,0.2057256735522937,0.00037257824143070045
28491,0.2542870677404074,0.0005580961520311422
28560,0.18830462693373556,0.0
28570,0.2578042455095572,0.001860583167905487
28574,0.25975031452627506,0.0005634330880259575
28593,0.16313630147394012,0.0
28615,0.25114625245625527,0.0
28625,0.23815439219165926,0.0
28630,0.22086899275839367,0.0
28640,0.26193032106958136,0.0002827897425587826
28668,0.1593209271955599,0.0
28710,0.16447590158409167,0.00037257824143070045
28711,0.2134308774999006,0.0
28727,0.20688326203414653,0.0007450870626561782
28734,0.2296470588235294,0.001417464411589073
28740,0.23024791970489836,0.0
28741,0.19400072280448138,0.0
28745,0.3010149722424718,0.016856084830074013
28752,0.21703796547123277,0.0
28862,0.1402408757217128,0.00037257824143070045
28884,0.21072466043809374,0.0
28943,0.23401194472296089,0.0003725782414307005
28963,0.19176907687910832,6.729943042271588e-05
28969,0.26922112442951,0.0012619314388350575
28994,0.2092216549089917,0.0
29023,0.2304456083111531,0.0
29053,0.23688275009928952,0.00013027346980168272
29113,0.22400267067267568,0.0
29205,0.2872892694674873,0.007012117784992263
29209,0.2410958904109589,0.00010321927628219103
29225,0.2417800198180344,1.655196299389525e-05
29232,0.26665342009835574,0.00046289703656658373
29235,0.18140037848067045,0.0
29283,0.14782177672522995,0.0
29289,0.19977670264235206,0.0009379942277931929
29290,0.2354179457942286,0.0
29294,0.2276408973325983,0.00037257824143070045
29364,0.22083264768800395,0.0
29384,0.21911098412180088,0.0
29394,0.2051360440232345,0.0
29528,0.20709876543209876,0.0
29536,0.23815439219165926,0.0
29537,0.22108731466227347,0.0
29538,0.16090162460284155,0.0
29560,0.24441105495606247,0.00015997432567689155
29568,0.25933619981641626,1.7504311418425726e-05
29589,0.24444444444444444,0.0004172582457385788
29611,0.14782177672522995,0.0
29638,0.16284925522555593,0.0
29644,0.22284030055211923,0.000157717058027123
29646,0.22844497404034386,0.00010407699620721366
29651,0.2358420104564826,0.0
29663,0.21132194315408234,0.00010190265948730346
29695,0.24658918645780697,0.00029436375027024774
29701,0.19428860979405696,0.0
29708,0.2359145644721807,0.0
29749,0.2241055400158644,0.0
29762,0.23684094418707258,0.00047194310271899954
29779,0.22340602630264692,5.7527357554756324e-05
29797,0.17515009135995824,0.0
29820,0.18700574812750392,1.900288582419987e-05
29856,0.2477729056081237,0.0013076329466147566
29863,0.2642772745175266,0.00752096424804566
29872,0.23646535394916524,6.096935064487582e-06
29908,0.2212422206652104,0.0011390132377415393
29920,0.25748273215656176,0.0
29927,0.2588360094507932,0.00094735511891877
29938,0.22352696231521965,8.281402385952553e-05
29946,0.1783388704318937,0.00022590891847783156
29983,0.21643415853560197,0.0
29988,0.19373466146961166,0.00037257824143070045
29989,0.22246166597596354,0.0
29994,0.23042582417582416,0.0005930386216628787
30013,0.19477503628447024,0.0
30020,0.21829124476434467,0.0
30039,0.2647595561035758,0.004182102207716997
30053,0.18175661948940205,0.0
30084,0.22230504824615893,0.00022533329561079025
30142,0.2409768360567427,0.00022703633693192454
30182,0.2155823293172691,0.0
30189,0.1800073773515308,0.00037257824143070045
30196,0.1878762424751505,0.0
30210,0.17278784562397398,0.0
30231,0.19800811508668387,0.0
30269,0.25089974293059125,0.0008762388238949176
30327,0.22272010621525185,0.0
30365,0.20053046434308341,0.0
30370,0.24818530676406675,0.0007561544556546535
30381,0.28113543521525086,0.007158679906966169
30390,0.19888110851765403,0.0
30432,0.23390997429081878,0.001161799112297873
30437,0.2324111356453219,0.00018855371265237133
30445,0.20137299771167047,1.1905014938633774e-05
30466,0.13712067027689792,0.0
30493,0.2387263185982389,0.0008148759418205685
30534,0.19701974601776406,0.00037257824143070045
30568,0.21108926464805347,0.00037257824143070045
30619,0.260759739628874,0.002006409938541167
30702,0.2371024734982332,4.0054917299264765e-05
30711,0.23796435854242398,0.000735320880691092
30712,0.1905843925300007,0.0
30717,0.16316605367944315,0.0
30719,0.21565161497669935,8.560632983371421e-06
30725,0.20966293012537593,0.0
30743,0.199176282883752,0.0
30752,0.22237872322797134,0.0
30765,0.18175661948940205,0.0
30774,0.22605912574749432,0.0012281775354523704
30790,0.24130180706643892,5.43603100691336e-05
30809,0.25603357817418676,0.0
30812,0.21111416997679633,0.0
30824,0.22916666666666666,0.0001828810173832928
30858,0.23754314541109833,5.974024252367672e-05
30867,0.18722098214285715,0.00037257824143070045
30902,0.19309352517985612,0.0
30916,0.24353506941293893,0.0004127245421191395
30921,0.1968824500275078,0.0007450870626561782
30922,0.2628151774785802,0.0013114649038269168
30961,0.20433955081842406,0.0
30969,0.2602919070940212,0.0002606770293324011
30983,0.26063313264711596,0.0017651560355044708
30985,0.22832837090599745,0.000622234950848923
31025,0.25748273215656176,0.0
31031,0.19142714499679053,0.0
31034,0.19390961962215078,0.0
31040,0.23462563923248395,0.0008929309010643057
31052,0.2149607560467724,0.0
31062,0.1966012305889247,0.0008517271352356343
31074,0.18710352039037992,0.0
31079,0.21111416997679633,0.0
31086,0.19851336858843976,0.0
31101,0.23742757309036225,0.0
31104,0.19782568638290032,0.0
31132,0.19269150692799195,0.0
31139,0.2261448371740321,0.00028479628321148543
31197,0.17497310864109,0.0
31210,0.19185817934879731,0.0
31212,0.2615347137637028,0.004710551765129474
31238,0.21067503924646783,0.00037257824143070045
31246,0.21946034341782503,0.0
31266,0.2212878225739962,3.0760395883325704e-05
31284,0.20033588356036575,0.0
31294,0.20741084193037362,0.0
31315,0.19471145126772824,3.301639656184828e-05
31327,0.25748273215656176,0.0
31340,0.23957868428099616,0.00012768109402276
31380,0.26308566947657325,0.0007796042435461717
31408,0.17771303714493808,0.0
31446,0.2558993183009963,0.0007947503332358031
31458,0.20904240819346548,0.0
31462,0.18871506415890316,0.0
31467,0.19962811454072146,0.0
31472,0.23018867924528302,0.0
31514,0.23227034745359354,0.0
31517,0.2392903312084875,0.0
31529,0.20499503551516077,0.0003792601506535284
31560,0.18175661948940205,0.0
31561,0.22497904442581726,0.0
31566,0.1920778616667263,1.694594295532543e-05
31577,0.18724057344169662,1.4238973062736056e-05
31620,0.23063372717508057,1.7508062930241126e-05
31648,0.24821973550356052,0.0
31650,0.16592482690405538,0.0
31657,0.18792228251356555,0.0
31680,0.233340578135188,0.00015131930515624648
31714,0.2235176548967355,0.0010226295280436274
31721,0.1981981981981982,0.0
31729,0.26697170139752324,0.004611126347728021
31744,0.16056953127336904,0.0
31749,0.21610305958132045,0.0
31751,0.20147881244604587,0.0
31756,0.25507246376811593,3.8869138945913094e-05
31787,0.24188896899783704,4.5014542159737704e-05
31810,0.2544196407412674,0.0014973727976611102
31811,0.2553272450532725,0.0036553419973166298
31868,0.19140666785523267,0.0
31880,0.18560265541802087,0.0
31892,0.20506551552889943,0.0
31898,0.21383046526449967,0.0
31914,0.1752988047808765,0.0
31930,0.23258232235701906,0.00037257824143070045
31951,0.24473420260782347,0.0004311489321420123
31958,0.22842553191489362,0.0002616309572877211
31974,0.15748863136276955,0.0
31977,0.2282992387190065,0.0008535350466072201
31981,0.2359871631423924,0.00037257824143070045
31983,0.208409364444617,2.5770692536366516e-05
31990,0.2625966148126406,0.0018695570331140371
31991,0.20757927300850734,6.9628153471284936e-06
32050,0.19746909947027663,0.0
32060,0.23892820581297014,0.0
32114,0.24060959211116092,1.0239802743383443e-05
32117,0.26781081620435043,0.0014094778361242886
32149,0.17699231758383066,0.0
32167,0.17629478800617426,0.0
32187,0.17540190824728794,3.0635942392356507e-06
32271,0.2061839830996735,0.0
32278,0.20885534199673178,0.0
32294,0.21962196219621963,1.928233750681658e-05
32298,0.25397426192278577,0.0
32317,0.19685356998789835,0.0
32379,0.2337877270153739,0.00158553188770447
32399,0.24168204943496466,0.0005111789997117651
32401,0.28426180893878417,0.006284879108736364
32432,0.18692760385834176,0.0
32446,0.21460840363011235,3.535208003724353e-05
32449,0.2677173208318787,0.0007450176424509553
32468,0.24115004492362982,0.00011776151520824214
32472,0.23868385949310805,0.0
32476,0.2641082410824108,0.0016778685855307536
32483,0.19355303959039447,1.8607383537036588e-06
32514,0.2130327803793952,0.00037981546734533104
32526,0.24821973550356052,0.0
32544,0.2585741811175337,3.4685915066929407e-05
32564,0.19082151363264727,0.0
